isin,per_isin_id,issuer_name,bond_amount,bond_currency,bond_USD_amount,post_allocation_region,post_allocation_country,post_allocation_country_code,post_geography_as_reported,post_allocation_value,post_allocation_currency,post_allocation_USD,post_allocation_share_of_total,post_allocation_detail,post_source_detail,source_trail
CA459058HF31,1,IBRD,250000000,CAD,188059005.39,Europe,,,Europe & Central Asia,47809440.0,USD,47809440.0,0.254711,Sustainable development projects across Europe and Central Asia,https://source.arctal.ai/entities/world-bank-ibrd/alloc-report__2024__ibrd-fiscal-year-july-1-2023-june-30-impact-detailing__unk-pub-date__fc0743ca6136.pdf#page=36,"Allocation: 40,176,000,000.00 USD (denom=portfolio, entry=region_x_category) | BondShare: bond_amount 250,000,000 CAD (→188,059,005 USD @0.752236) / eligible_assets_total 157,733,000,000 USD = bond_share 0.001190 | Scaled: 40,176,000,000.00 × bond_share 0.001190 = 47,809,440.00 | Pct: 25.4%

Extraction notes:
Table shows IBRD's cumulative net commitments by region totaling $157,733 million. Percentages calculated from cumulative net commitments column. Map shows slightly different percentages (25% Europe & Central Asia, 19% Latin America & Caribbean, 17% East Asia & Pacific, 16% South Asia, 15% Middle East & North Africa, 5% Eastern & Southern Africa, 2% Western & Central Africa) which appear to be rounded shares of the total portfolio. Using actual dollar amounts from the table for precision."
CA459058HF31,2,IBRD,250000000,CAD,188059005.39,Latin America,,,Latin America & Caribbean,35138320.0,USD,35138320.0,0.187204,Sustainable development projects across Latin America and the Caribbean,https://source.arctal.ai/entities/world-bank-ibrd/alloc-report__2024__ibrd-fiscal-year-july-1-2023-june-30-impact-detailing__unk-pub-date__fc0743ca6136.pdf#page=36,"Allocation: 29,528,000,000.00 USD (denom=portfolio, entry=region_x_category) | BondShare: bond_amount 250,000,000 CAD (→188,059,005 USD @0.752236) / eligible_assets_total 157,733,000,000 USD = bond_share 0.001190 | Scaled: 29,528,000,000.00 × bond_share 0.001190 = 35,138,320.00 | Pct: 18.7%

Extraction notes:
Table shows IBRD's cumulative net commitments by region totaling $157,733 million. Percentages calculated from cumulative net commitments column. Map shows slightly different percentages (25% Europe & Central Asia, 19% Latin America & Caribbean, 17% East Asia & Pacific, 16% South Asia, 15% Middle East & North Africa, 5% Eastern & Southern Africa, 2% Western & Central Africa) which appear to be rounded shares of the total portfolio. Using actual dollar amounts from the table for precision."
CA459058HF31,3,IBRD,250000000,CAD,188059005.39,Asia Pacific,,,East Asia & Pacific; South Asia,62729660.00000001,USD,62729660.0,0.3342,Sustainable development projects across East Asia and the Pacific; Sustainable development projects across South Asia,https://source.arctal.ai/entities/world-bank-ibrd/alloc-report__2024__ibrd-fiscal-year-july-1-2023-june-30-impact-detailing__unk-pub-date__fc0743ca6136.pdf#page=36,"Allocation: 52,714,000,000.00 USD (denom=portfolio, entry=region_x_category) | BondShare: bond_amount 250,000,000 CAD (→188,059,005 USD @0.752236) / eligible_assets_total 157,733,000,000 USD = bond_share 0.001190 | Scaled: 52,714,000,000.00 × bond_share 0.001190 = 62,729,660.00 | Pct: 33.4%

Aggregated 2 region×category entries:
: 31,805,130.00 USD
: 30,924,530.00 USD

Individual Extracted Value Reasoning:
[1] : 31,805,130.00 USD
Extraction notes:
Table shows IBRD's cumulative net commitments by region totaling $157,733 million. Percentages calculated from cumulative net commitments column. Map shows slightly different percentages (25% Europe & Central Asia, 19% Latin America & Caribbean, 17% East Asia & Pacific, 16% South Asia, 15% Middle East & North Africa, 5% Eastern & Southern Africa, 2% Western & Central Africa) which appear to be rounded shares of the total portfolio. Using actual dollar amounts from the table for precision.
[2] : 30,924,530.00 USD
Extraction notes:
Table shows IBRD's cumulative net commitments by region totaling $157,733 million. Percentages calculated from cumulative net commitments column. Map shows slightly different percentages (25% Europe & Central Asia, 19% Latin America & Caribbean, 17% East Asia & Pacific, 16% South Asia, 15% Middle East & North Africa, 5% Eastern & Southern Africa, 2% Western & Central Africa) which appear to be rounded shares of the total portfolio. Using actual dollar amounts from the table for precision."
CA459058HF31,4,IBRD,250000000,CAD,188059005.39,Middle East,,,Middle East & North Africa,28420770.000000004,USD,28420770.0,0.151415,Sustainable development projects across the Middle East and North Africa,https://source.arctal.ai/entities/world-bank-ibrd/alloc-report__2024__ibrd-fiscal-year-july-1-2023-june-30-impact-detailing__unk-pub-date__fc0743ca6136.pdf#page=36,"Allocation: 23,883,000,000.00 USD (denom=portfolio, entry=region_x_category) | BondShare: bond_amount 250,000,000 CAD (→188,059,005 USD @0.752236) / eligible_assets_total 157,733,000,000 USD = bond_share 0.001190 | Scaled: 23,883,000,000.00 × bond_share 0.001190 = 28,420,770.00 | Pct: 15.1%

Extraction notes:
Table shows IBRD's cumulative net commitments by region totaling $157,733 million. Percentages calculated from cumulative net commitments column. Map shows slightly different percentages (25% Europe & Central Asia, 19% Latin America & Caribbean, 17% East Asia & Pacific, 16% South Asia, 15% Middle East & North Africa, 5% Eastern & Southern Africa, 2% Western & Central Africa) which appear to be rounded shares of the total portfolio. Using actual dollar amounts from the table for precision."
CA459058HF31,5,IBRD,250000000,CAD,188059005.39,Africa,,,Eastern & Southern Africa; Western & Central Africa,13602890.0,USD,13602890.0,0.072471,Sustainable development projects across Eastern and Southern Africa; Sustainable development projects across Western and Central Africa,https://source.arctal.ai/entities/world-bank-ibrd/alloc-report__2024__ibrd-fiscal-year-july-1-2023-june-30-impact-detailing__unk-pub-date__fc0743ca6136.pdf#page=36,"Allocation: 11,431,000,000.00 USD (denom=portfolio, entry=region_x_category) | BondShare: bond_amount 250,000,000 CAD (→188,059,005 USD @0.752236) / eligible_assets_total 157,733,000,000 USD = bond_share 0.001190 | Scaled: 11,431,000,000.00 × bond_share 0.001190 = 13,602,890.00 | Pct: 7.2%

Aggregated 2 region×category entries:
: 9,571,170.00 USD
: 4,031,720.00 USD

Individual Extracted Value Reasoning:
[1] : 9,571,170.00 USD
Extraction notes:
Table shows IBRD's cumulative net commitments by region totaling $157,733 million. Percentages calculated from cumulative net commitments column. Map shows slightly different percentages (25% Europe & Central Asia, 19% Latin America & Caribbean, 17% East Asia & Pacific, 16% South Asia, 15% Middle East & North Africa, 5% Eastern & Southern Africa, 2% Western & Central Africa) which appear to be rounded shares of the total portfolio. Using actual dollar amounts from the table for precision.
[2] : 4,031,720.00 USD
Extraction notes:
Table shows IBRD's cumulative net commitments by region totaling $157,733 million. Percentages calculated from cumulative net commitments column. Map shows slightly different percentages (25% Europe & Central Asia, 19% Latin America & Caribbean, 17% East Asia & Pacific, 16% South Asia, 15% Middle East & North Africa, 5% Eastern & Southern Africa, 2% Western & Central Africa) which appear to be rounded shares of the total portfolio. Using actual dollar amounts from the table for precision."
XS0739956042,1,IBRD,10000000,USD,10000000.0,Africa,,,Africa,148703.55631885392,USD,148703.56,0.01487,Green bond proceeds allocated to eligible projects in Africa,https://source.arctal.ai/entities/world-bank-ibrd/alloc-report__2024__ibrd-fiscal-year-july-1-2023-june-30-impact-detailing__unk-pub-date__fc0743ca6136.pdf#page=38,"Allocation: 355,000,000.00 USD (denom=portfolio, entry=region_x_category) | BondShare: bond_amount 10,000,000 USD (→7,625,400 EUR @0.762540) / eligible_assets_total 23,872,000,000 EUR = bond_share 0.000419 | Scaled: 355,000,000.00 × bond_share 0.000419 = 148,745.00 | Pct: 1.5% | Capped: USD sum 10,002,787 > bond_USD_amount 10,000,000 (from DB), ×0.9997

Extraction notes:
Extracted 6 region rows from 'Commitments & Disbursements by Region' table. Used Cumulative Net Commitments column for allocated_amount as this represents the total green bond proceeds committed to each region. Table shows portfolio-level regional breakdown for IBRD green bond program, not specific project or category details. Total of $23,872 million matches the cumulative net commitments total row. No KPI data (GHG, capacity, etc.) present in this table."
XS0739956042,2,IBRD,10000000,USD,10000000.0,Asia Pacific,,,East Asia & Pacific; South Asia,4891718.67800444,USD,4891718.68,0.489172,Green bond proceeds allocated to eligible projects in East Asia & Pacific; Green bond proceeds allocated to eligible projects in South Asia,https://source.arctal.ai/entities/world-bank-ibrd/alloc-report__2024__ibrd-fiscal-year-july-1-2023-june-30-impact-detailing__unk-pub-date__fc0743ca6136.pdf#page=38,"Allocation: 11,678,000,000.00 USD (denom=portfolio, entry=region_x_category) | BondShare: bond_amount 10,000,000 USD (→7,625,400 EUR @0.762540) / eligible_assets_total 23,872,000,000 EUR = bond_share 0.000419 | Scaled: 11,678,000,000.00 × bond_share 0.000419 = 4,893,082.00 | Pct: 48.9%

Aggregated 2 region×category entries:
: 2,886,910.00 USD
: 2,006,172.00 USD

Individual Extracted Value Reasoning:
[1] : 2,886,910.00 USD
Extraction notes:
Extracted 6 region rows from 'Commitments & Disbursements by Region' table. Used Cumulative Net Commitments column for allocated_amount as this represents the total green bond proceeds committed to each region. Table shows portfolio-level regional breakdown for IBRD green bond program, not specific project or category details. Total of $23,872 million matches the cumulative net commitments total row. No KPI data (GHG, capacity, etc.) present in this table.
[2] : 2,006,172.00 USD
Extraction notes:
Extracted 6 region rows from 'Commitments & Disbursements by Region' table. Used Cumulative Net Commitments column for allocated_amount as this represents the total green bond proceeds committed to each region. Table shows portfolio-level regional breakdown for IBRD green bond program, not specific project or category details. Total of $23,872 million matches the cumulative net commitments total row. No KPI data (GHG, capacity, etc.) present in this table. | Capped: USD sum 10,002,787 > bond_USD_amount 10,000,000 (from DB), ×0.9997"
XS0739956042,3,IBRD,10000000,USD,10000000.0,Europe,,,Europe & Central Asia,2483139.948896243,USD,2483139.95,0.248314,Green bond proceeds allocated to eligible projects in Europe & Central Asia,https://source.arctal.ai/entities/world-bank-ibrd/alloc-report__2024__ibrd-fiscal-year-july-1-2023-june-30-impact-detailing__unk-pub-date__fc0743ca6136.pdf#page=38,"Allocation: 5,928,000,000.00 USD (denom=portfolio, entry=region_x_category) | BondShare: bond_amount 10,000,000 USD (→7,625,400 EUR @0.762540) / eligible_assets_total 23,872,000,000 EUR = bond_share 0.000419 | Scaled: 5,928,000,000.00 × bond_share 0.000419 = 2,483,832.00 | Pct: 24.8% | Capped: USD sum 10,002,787 > bond_USD_amount 10,000,000 (from DB), ×0.9997

Extraction notes:
Extracted 6 region rows from 'Commitments & Disbursements by Region' table. Used Cumulative Net Commitments column for allocated_amount as this represents the total green bond proceeds committed to each region. Table shows portfolio-level regional breakdown for IBRD green bond program, not specific project or category details. Total of $23,872 million matches the cumulative net commitments total row. No KPI data (GHG, capacity, etc.) present in this table."
XS0739956042,4,IBRD,10000000,USD,10000000.0,Latin America,,,Latin America & Caribbean,1795752.5237716248,USD,1795752.52,0.179575,Green bond proceeds allocated to eligible projects in Latin America & Caribbean,https://source.arctal.ai/entities/world-bank-ibrd/alloc-report__2024__ibrd-fiscal-year-july-1-2023-june-30-impact-detailing__unk-pub-date__fc0743ca6136.pdf#page=38,"Allocation: 4,287,000,000.00 USD (denom=portfolio, entry=region_x_category) | BondShare: bond_amount 10,000,000 USD (→7,625,400 EUR @0.762540) / eligible_assets_total 23,872,000,000 EUR = bond_share 0.000419 | Scaled: 4,287,000,000.00 × bond_share 0.000419 = 1,796,253.00 | Pct: 18.0% | Capped: USD sum 10,002,787 > bond_USD_amount 10,000,000 (from DB), ×0.9997

Extraction notes:
Extracted 6 region rows from 'Commitments & Disbursements by Region' table. Used Cumulative Net Commitments column for allocated_amount as this represents the total green bond proceeds committed to each region. Table shows portfolio-level regional breakdown for IBRD green bond program, not specific project or category details. Total of $23,872 million matches the cumulative net commitments total row. No KPI data (GHG, capacity, etc.) present in this table."
XS0739956042,5,IBRD,10000000,USD,10000000.0,Middle East,,,Middle East & North Africa,680685.2930088384,USD,680685.29,0.068069,Green bond proceeds allocated to eligible projects in Middle East & North Africa,https://source.arctal.ai/entities/world-bank-ibrd/alloc-report__2024__ibrd-fiscal-year-july-1-2023-june-30-impact-detailing__unk-pub-date__fc0743ca6136.pdf#page=38,"Allocation: 1,625,000,000.00 USD (denom=portfolio, entry=region_x_category) | BondShare: bond_amount 10,000,000 USD (→7,625,400 EUR @0.762540) / eligible_assets_total 23,872,000,000 EUR = bond_share 0.000419 | Scaled: 1,625,000,000.00 × bond_share 0.000419 = 680,875.00 | Pct: 6.8% | Capped: USD sum 10,002,787 > bond_USD_amount 10,000,000 (from DB), ×0.9997

Extraction notes:
Extracted 6 region rows from 'Commitments & Disbursements by Region' table. Used Cumulative Net Commitments column for allocated_amount as this represents the total green bond proceeds committed to each region. Table shows portfolio-level regional breakdown for IBRD green bond program, not specific project or category details. Total of $23,872 million matches the cumulative net commitments total row. No KPI data (GHG, capacity, etc.) present in this table."
XS2314316162,1,IBRD,40000000,EUR,47864638.8,Africa,,,Africa,0.0,USD,,,Green bond proceeds allocated to eligible projects in Africa,https://source.arctal.ai/entities/world-bank-ibrd/alloc-report__2021__world-bank-ibrd-sustainable-development-bonds-green-bonds__2022-06-XX__94b6dbae6e15.pdf#page=35,"Allocation: 0.00 USD (denom=portfolio, entry=region_x_category) | BondShare: bond_amount 40,000,000 EUR / eligible_assets_total 12,500,000,000 EUR = bond_share 0.003810 | Scaled: 0.00 × bond_share 0.003810 = 0.00 | Pct: 0.0% | Capped: USD sum 47,625,000 > total_USD_allocated 47,244,000, ×0.9920

Extraction notes:
Extracted regional allocation table showing 'Allocated & Outstanding' amounts in US$eq. Billion. Total allocated across 6 regions is $12.5B, matching the bond context eligible assets figure. Using region codes as reported in the document (AFR, EAP, ECA, LCR, MNA, SAR)."
XS2314316162,2,IBRD,40000000,EUR,47864638.8,Asia Pacific,,,East Asia & Pacific; South Asia,24944832.0,USD,24944832.0,0.528,Green bond proceeds allocated to eligible projects in East Asia & Pacific; Green bond proceeds allocated to eligible projects in South Asia,https://source.arctal.ai/entities/world-bank-ibrd/alloc-report__2021__world-bank-ibrd-sustainable-development-bonds-green-bonds__2022-06-XX__94b6dbae6e15.pdf#page=35,"Allocation: 6,600,000,000.00 USD (denom=portfolio, entry=region_x_category) | BondShare: bond_amount 40,000,000 EUR / eligible_assets_total 12,500,000,000 EUR = bond_share 0.003810 | Scaled: 6,600,000,000.00 × bond_share 0.003810 = 25,146,000.00 | Pct: 52.5%

Aggregated 2 region×category entries:
: 16,383,000.00 USD
: 8,763,000.00 USD

Individual Extracted Value Reasoning:
[1] : 16,383,000.00 USD
Extraction notes:
Extracted regional allocation table showing 'Allocated & Outstanding' amounts in US$eq. Billion. Total allocated across 6 regions is $12.5B, matching the bond context eligible assets figure. Using region codes as reported in the document (AFR, EAP, ECA, LCR, MNA, SAR).
[2] : 8,763,000.00 USD
Extraction notes:
Extracted regional allocation table showing 'Allocated & Outstanding' amounts in US$eq. Billion. Total allocated across 6 regions is $12.5B, matching the bond context eligible assets figure. Using region codes as reported in the document (AFR, EAP, ECA, LCR, MNA, SAR). | Capped: USD sum 47,625,000 > total_USD_allocated 47,244,000, ×0.9920"
XS2314316162,3,IBRD,40000000,EUR,47864638.8,Europe,,,Europe & Central Asia,6803136.0,USD,6803136.0,0.144,Green bond proceeds allocated to eligible projects in Europe & Central Asia,https://source.arctal.ai/entities/world-bank-ibrd/alloc-report__2021__world-bank-ibrd-sustainable-development-bonds-green-bonds__2022-06-XX__94b6dbae6e15.pdf#page=35,"Allocation: 1,800,000,000.00 USD (denom=portfolio, entry=region_x_category) | BondShare: bond_amount 40,000,000 EUR / eligible_assets_total 12,500,000,000 EUR = bond_share 0.003810 | Scaled: 1,800,000,000.00 × bond_share 0.003810 = 6,858,000.00 | Pct: 14.3% | Capped: USD sum 47,625,000 > total_USD_allocated 47,244,000, ×0.9920

Extraction notes:
Extracted regional allocation table showing 'Allocated & Outstanding' amounts in US$eq. Billion. Total allocated across 6 regions is $12.5B, matching the bond context eligible assets figure. Using region codes as reported in the document (AFR, EAP, ECA, LCR, MNA, SAR)."
XS2314316162,4,IBRD,40000000,EUR,47864638.8,Latin America,,,Latin America & Caribbean,12094464.0,USD,12094464.0,0.256,Green bond proceeds allocated to eligible projects in Latin America & Caribbean,https://source.arctal.ai/entities/world-bank-ibrd/alloc-report__2021__world-bank-ibrd-sustainable-development-bonds-green-bonds__2022-06-XX__94b6dbae6e15.pdf#page=35,"Allocation: 3,200,000,000.00 USD (denom=portfolio, entry=region_x_category) | BondShare: bond_amount 40,000,000 EUR / eligible_assets_total 12,500,000,000 EUR = bond_share 0.003810 | Scaled: 3,200,000,000.00 × bond_share 0.003810 = 12,192,000.00 | Pct: 25.5% | Capped: USD sum 47,625,000 > total_USD_allocated 47,244,000, ×0.9920

Extraction notes:
Extracted regional allocation table showing 'Allocated & Outstanding' amounts in US$eq. Billion. Total allocated across 6 regions is $12.5B, matching the bond context eligible assets figure. Using region codes as reported in the document (AFR, EAP, ECA, LCR, MNA, SAR)."
XS2314316162,5,IBRD,40000000,EUR,47864638.8,Middle East,,,Middle East & North Africa,3401568.0,USD,3401568.0,0.072,Green bond proceeds allocated to eligible projects in Middle East & North Africa,https://source.arctal.ai/entities/world-bank-ibrd/alloc-report__2021__world-bank-ibrd-sustainable-development-bonds-green-bonds__2022-06-XX__94b6dbae6e15.pdf#page=35,"Allocation: 900,000,000.00 USD (denom=portfolio, entry=region_x_category) | BondShare: bond_amount 40,000,000 EUR / eligible_assets_total 12,500,000,000 EUR = bond_share 0.003810 | Scaled: 900,000,000.00 × bond_share 0.003810 = 3,429,000.00 | Pct: 7.2% | Capped: USD sum 47,625,000 > total_USD_allocated 47,244,000, ×0.9920

Extraction notes:
Extracted regional allocation table showing 'Allocated & Outstanding' amounts in US$eq. Billion. Total allocated across 6 regions is $12.5B, matching the bond context eligible assets figure. Using region codes as reported in the document (AFR, EAP, ECA, LCR, MNA, SAR)."
USY4841PAD43,1,Korea Housing Finance Corporation,500000000,USD,500000000.0,Asia Pacific,South Korea,KR,South Korea,3289.473684210526,USD,3289.47,7e-06,Mortgage loans supporting housing welfare in Seoul and surrounding areas (Incheon Metropolitan City and Gyeonggi Province); Mortgage loans supporting housing welfare in areas outside the Capital Region,https://source.arctal.ai/entities/korea-housing-finance-corporation/alloc-report__2025__post-issuance-impact-korea-housing-finance-corporation-gss__unk-pub-date__01d4806c3963.pdf#page=9,"Allocation: 100.00 USD (denom=bond, entry=region_x_category) | BondShare: bond_amount 500,000,000 USD / eligible_assets_total 15,230,000,000 USD = bond_share 0.030400 | Corrected: 100.00 ÷ bond_share = 3,289.47 | Pct: 0.0%

Aggregated 2 region×category entries:
Social: 1,661.18 USD
Social: 1,628.29 USD

Individual Extracted Value Reasoning:
[1] Social: 1,661.18 None
Extraction notes:
Regional split based on pie chart showing 50.5% Capital Region vs 49.5% Non-Capital Region. The Capital Region per footnote 1 includes Seoul, Incheon Metropolitan City, and Gyeonggi Province. Both regions are within South Korea; no country-level breakdown is provided. The percentages represent share of number of loans, not amount. No absolute amounts provided at region level in this table.
[2] Social: 1,628.29 None
Extraction notes:
Regional split based on pie chart showing 50.5% Capital Region vs 49.5% Non-Capital Region. The Capital Region per footnote 1 includes Seoul, Incheon Metropolitan City, and Gyeonggi Province. Both regions are within South Korea; no country-level breakdown is provided. The percentages represent share of number of loans, not amount. No absolute amounts provided at region level in this table."
USY4841PAD43,2,Korea Housing Finance Corporation,500000000,USD,500000000.0,Global,,,Republic of Korea,67335.52631578947,KRW,45.99,0.0,Green building certified assets under G-SEED Grade 1 and Grade 2 certification standards,https://source.arctal.ai/entities/korea-housing-finance-corporation/alloc-report__2025__post-issuance-impact-korea-housing-finance-corporation-gss__unk-pub-date__01d4806c3963.pdf#page=10,"Allocation: 2,047.00 KRW (denom=bond, entry=aggregated) | BondShare: bond_amount 500,000,000 USD / eligible_assets_total 15,230,000,000 USD = bond_share 0.030400 | Corrected: 2,047.00 ÷ bond_share = 67,335.53 | FX: KRW→USD ×0.000683 @2025-01-13 = 46 USD | Pct: 0.0%

Aggregated from 1 entries:
category: Green Buildings = 67,335.53 KRW"
US606094DR80,1,Missouri Joint Municipal Electric Utility Commission,2815000,USD,2815000.0,North America,United States,US,United States,2652314.0,USD,2652314.0,1.0,"MoPEP Solar Projects - acquisition of eleven solar farms including Macon, Trenton, Rolla, Waynesville, Marshall, Chillicothe, Lebanon, Higginsville, Farmington, Butler, and El Dorado Springs",https://source.arctal.ai/entities/missouri-joint-municipal-electric-utility-commissi/alloc-report__2024__missouri-electric-commission-continuing-fiscal-year-ending__2025-05-31__ad5bb1206bd2.pdf#page=20,"Allocation: 41,185,000.00 USD (denom=portfolio, entry=aggregated) | BondShare: bond_amount 2,815,000 USD / eligible_assets_total 43,685,000 USD = bond_share 0.064400 | Scaled: 41,185,000.00 × bond_share 0.064400 = 2,652,314.00 | Pct: 94.2%

Aggregated from 1 entries:
category: Renewable Energy = 2,652,314.00 USD

Additional sources: https://source.arctal.ai/entities/missouri-joint-municipal-electric-utility-commissi/alloc-report__2024__missouri-electric-commission-continuing-fiscal-year-ending__2025-05-31__ad5bb1206bd2.pdf#page=21; https://source.arctal.ai/entities/missouri-joint-municipal-electric-utility-commissi/alloc-report__2024__missouri-electric-commission-continuing-fiscal-year-ending__2025-05-31__ad5bb1206bd2.pdf#page=22"
